"","x"
"721","동일노동은 안하면서 동일임금은 요구하는 ""그집단"" 답다 자기관리나 하러가 ㅋㅋ"
"722","분량 이게 맞냐? 내려도 내려도 끝이 없어.."
"723","뭘 툭하면 여혐이래 걍 만화야 현실 아니라구"
"724","10년 전 박용제 작가님이 캐릭터 개성 표출하면서 마음껏 그림 그리셨던 때.SIU작가님이 미리보기 화 올릴 때마다 댓글 수가 기본적으로 만이 넘었던 때하고 네웹 분위기가 너무 다르다.연령층이 낮아지고 표절작, 남혐웹툰을 연재시키며 지금은 판타지물 웹툰에도 남혐, 남혐 거리고 있네. 지금 스토리상에 하라챠...?가 자신의 종족을 너무 사랑했기때문에 챙겨준거라고 하는 감동적인 분위기를 페미가 다 깨네."
"725","작가님 펜타미넘 언제나옴?나올때까지 물어본다"
"726","드가자"
"727","분량 미쳤다"
"728","폐미 얘기가 나오는 이유:평등만외치고 정작 평등해질려고 노력하지 않는다 말때문에 폐미들이 ㅈㄹ하는것이다"
"729","아니 걍 작가님이 짜신 스토리가 뭐가 어때서 페미, 페미 거리는건지 모르겠네.찔린다면 자기는 그렇게 안 닮아가면 되지."
"730","이내용을 보고 여혐이라고하는것들은 뇌에 우동사리만 가득찬거냐??? 그어디에도 남여에대한얘기는 일도 안나옴지들이 라샹족처럼 행동했다고 인정하는것밖엔 안되는건데진짜 논리고 뭐고 아무것도없고 해줘만 외치는 그종족답다"
"731","페미들이 여혐웹툰으로 몰아가는 중이번 화 라샹족의 ""해줘"" 보고 불편한가봐 ㅋㅋ"
"732","요새 뭐만 하면 페미페미거리는 얘들 왜 이렇게 많냐 ㅈㄴ 예민하네 작가님은 그냥 자신의 종족을 너무 사랑하다 자멸해버린 하라챠의 일생을 하라챠 관점에서 설명한 것 뿐인데 굳이 이걸 또 페미에 결부해서 과대해석을 해버리네 니들때문에 사회가 더 피곤해지는거야"
"733","ㅋㅋㅋㅋㅋ평등만외치고 평등햐질려는 노력을 안한다보고 폐미들 빡쳤누"
"734","근데 여기서 왜 페미 얘기가 나오냐아니 뭐 전부다 페미 얘기하고 있어;;"
"735","마치 현재의 한.귝남자들을 보는거 같네요"
"736","팩트: 소녀의 세계는 남혐웹툰이 아니다. 소녀의 세계를 읽는 한 페미니스트가 뒈지기 직전 미꾸라지가 꿈틀대는 것마냥 물을 흐리고 있다"
"737","호이가 지속되면 둘리인줄 안다 개♡객♡기♡들아"
"738","저 라샹족 '해줘' 하는 거 보고 찔려서 그럼."
"739","스압주의;;"
"740","아이돌들 가지고 쓴 지저분한 망상소설은 돌려읽고 품평하면서 디자인된 캐릭터엔 열등감 표출하면서 꿀꿀거리는 게 페미들의 현주소 아니냐? 정작 즈그들은 혐오에 성희롱 성추행 성폭행 싹다하면서 벌레같은것들이 멀쩡한 남자들까지 싸잡아 지랄들이네 ㅋㅋ"
"741","지금 뭔 상황임?왜 신의 탑에 페미 관련 된 얘기가 나옴?"
"742","페미년 하나가 아주 발작을 하네.역하렘 만화나 쳐보러가세요."
"743","근데 그림자는 안그리나? 사람 밑에 그림자가 없으니까 너무 이질감 드는데"
"744","불편하셨나보네. '그 집단'이"
"745","역시 ㅎㅎㅎ해줘충들얘기 나올만했지뭐만하면 해줘해줘해줘 거리는것들배려가 계속되면 권리인줄알고 설쳐대는 돼지들"
"746","내용 ㅈㄴ 재미없다 완결나면 올께요"
"747","페미들 발작"
"748","별점 낮아진거 개웃기네ㅋㅋ 페미들은 느그 비엘물이나 쳐보러가세요ㅋㅋ"
"749","... 마치 원나라의 몽골족이 어떻게 망해 갔는가를 보는 느낌이다. 칭기스칸이 말했지 그들이 비단옷을 입으면서 자신의 제국은 이미 무너졌다고...."
"750","이 사회에서 내로남불스럽게 쿵쾅대며 호의를 권리로 아는 저열하고 멍청한 종자들은 페미니스트들 말고 더 있냐? 부모님 세대의 희생으로 손쉬운 인생을 사는 년들이 모순되고 불합리한 사상에 선도되어 사회를 좀먹는 암덩어리가 되어가는데 ㅋㅋ 그렇게 남자가 싫으면 자살해~ 정상인들도 니네 싫어해 ㅎㅎ"
"751","한성이 실력 나와서 좋았는데 한성이 활약은 라샹족때문에 묻혔네"
"752","좌파사상+페미사상 까는거네"
"753","분량이 너무 많아 이틀에 걸쳐 봤다"
"754","어휴 남녀 편가르기 그만하고 만화 얘기만 해주세요 ㅜㅜ"
"755","기본소득 까는거 맞아. 공짜로 해달라고만 하는 버.러지.들"
"756","작가님 컷수 이렇게 그리시면 저는 감사하긴 한데.. 너무 힘드실 것 같아요 ㅠ<U+2014>ㅠ 100컷만 그리셔도 다른 작품보다 훨씬 많은 건데 <U+0001F622> 물론 전투씬이 많아서 컷수를 늘려야 하는 것도 알지만........"
"757","라샹=해줘충=페미?"
"758","너! 역시 묘족이 되어라! 묘족이 된다면 영원히 라샹족의 힘을 쓸 수 있다고! 어째서 모르는 것이냐!"
"759","너......남자였어..?"
"760","만화얘기하는 댓글 많이 답시다!"
"761","아카자 아니노"
"762","진짜 작가의말조차도 ㄹㅇ 감동"
"763","내용 보면 어디에도 여험은 커녕 '여성'에 대한 언급조차 없는데 여혐 웹툰이라고 하시는건... 댓글들에 라샹족 분들이 보이네요."
"764","신의탑 오래오래 재미있게 연재해주세요ㅠㅠ 작가님 파이팅 그리고 건강 챙기세요!!! 요즘 더워지는데 여름감기 조심하시구요~~"
"765","여혐 만화 그리셨을때 각오는 하고 그리신거 맞죠? 여초에 퍼나르면 프리드로우 처럼 힘드실텐데 ㅋㅎㅋ"
"766","해줘충 나락가즈으으으으으으으으아"
"767","내용이 너무길어용ㅠㅠ 베르세르크 작가님의 진행방식을 참고해보시는게"
"768","언제부턴가 엑스트라를 위한 설명충 만화가 됐나"
"769","이번 편 한국 여자 겨냥해서 그리신거 맞죠? 쿤밤으로 여성 독자 끌어모으셔서 뜨신 분이 이제와서 여혐하시다니 기가차네요 ㅎㅎ"
"770","와 ㄹㅇ 휴재한번 하고오시더니 스토리의 질 자체가 달라졌네.."
"771","갈등조장 하지 말라하면 좌파라고? 대체 어떤 혐오속에서 살아온거야 ㅋㅋ"
"772","신의탑 작가님 여혐하시나요?"
"773","신의탑 더 올라가자"
"774","이건 페미를 깐게 아니고 좌파 전체를 깐거다. 정신차려라 좌파련들아. 갈등조장 하지 말란것들 죄다 좌파 ㅋㅋㅋㅋㅋ"
"775","kkh같은 이상한 분위기 조장하는 애 그냥 무시하셈 제발.... 만화 얘기만 하자 진짜"
"776","페미니스트들이네"
"777","이정도면 몇화짜리 썰 아닌가ㅋㅋㅋ"
"778","아니 분량이 미쳤자나"
"779","오랜만에 보는데 여전히 대단한 분량이네요. 와우"
"780","유한성 노란머리인것도 뭐 있을 듯"
"781","마지막에 사랑했기 때문이야 보고 ㄹㅇ 소름돋았다 뭔가 약간 안타까운데 걍 좀 이상한 느낌,,, 신의탑은 전설이다"
"782","재밋어요"
"783","이런분량 처음이야 작가님,최고"
"784","유한성 홍등가 왕자 일듯크크루삥뽕"
"785","아니 묘족이랑 소수민족 얘기 하고있는데 뭔 갑자기 조선족페미얘기가 왜나와 ㅋㅋㅌ 답답한 놈들"
"786","댓글들이 헛소리 잔치네 흑인의 호미문화와 유사한 회상편인데 ㅉㅉ"
"787","현실풍자에 눈물을 흘리고 갑니다 너무 웃겨서"
"788","얼평,몸평 한적 없는데 넌 뭐야"
"789","상류층이 사회에 이바지한거? 부정하진 않겠음. 그러면 일반 시민은 혜택을 공짜로 누렸나? 위에서 떨어뜨려주는거 받아먹기만하고 죽창을 겨눴나?"
"790","대깨문이랑 페미저격이네 ㅎㅎ"
"791","해줘"
"792","바로 좌표찍혔고ㅋㅋㅋ"
"793","그 성별은 맨날 해줘!"
"794","근데 난 솔직히 이런거 생각했는데 몇몇 독자들한테하는 말같은 느낌.이 화 전까지 댓글에서 전개 속도가 어쩐다니 게임은 또 왜한다니 어쩌고 저쩌고 하면서 해달라는거 많은거."
"795","그 성별"
"796","대깨문들 보고 있나"
"797","음 떡밥이군 밤이 야스라챠도 포기한 그 괴물을 제어한다는 떡 밤~"
"798","라샹족 = 한녀"
"799","좌익사상의 무서움을 만화로 보게되네"
"800","라상족 = 조센징"
"801","페미가아니고 대깨랑 공산주의같음"
"802","그냥 사회 전체를 아우르는 말인데 뭐만하면 특정 집단, 단체 개인으로 한정지어서 이렇다 저렇다 하는 한심한 놈들… 그런 놈들이 해줘, 평등 이 ㅈ1랄 하는 놈들이지 ㅋㅋ"
"803","아니 ㅁ1친거아닌가 과거회상하길레아 이번은 회상편인가?했는데 전체의 절반도 안됐네ㅋㅋㅋㄱㅋㅋ"
"804","아무리봐도 쿵쾅이들밖에 생각이 안남 호의가 권리인줄 아는것들 쓸어버려야함"
"805","분량은 많은데 먼가 시즌 1.2.보다 흥미떨어짐;;"
"806","ㅋㅋㅋ 왠지모르게 패미가생각나는건 나뿐인가ㅋㅋ"
"807","그 일단 묘족 힘도 ""넘겨""줄 수 있다는 거지..?밤 묘족 힘도 얻으려나..;;"
"808","니들이 가난한것은 노오오오력은 안하고 이딴 웹툰이나 보고있기 때문이지. 노오오오력을 하란말이야."
"809","현실풍자 오지너..,.페미ㄴ들 저격한거 개꿀"
"810","오~~ 지금 우리나라 현실하고 비슷하네 ㅋ 노력은 안하고 평등만 외치는 사람들 물론 노력없이 금수저가 되는것도 있지만 ㅎㅎ"
"811","쟤 남자였어?"
"812","ㅇ"
"813","라샹족은 대깨문이고 하라챠는 대한민국이구먼.."
"814","평등해지려고 노력도 안하면서 평등만 외친다.. 크"
"815","레전드편이었다"
"816","ㅁㅊ ㅋㅋㅋㅋㅋㅋㅋㅋ '아 엑스트라 과거사로 분량 엄청 많이 잡아먹네~이제 슬슬 스크롤 끝날것 같은데' 라고 생각하고 스크롤을 확인한 순간 3분의 1밖에 안 내려간 것 보고 경악ㅋㅋㅋㅋㅋㅋ"
"817","분량 무슨일........"
"818","원래 신의탑은 1부부터 풍자 상당히 있었는데 왜이리 새삼스럽게1부: 경쟁사회2부: 부정부패3부: 무능력"
"819","상현 아카쟈 닮았네"
"820","하라챠는 종족을 위해 너무 희생하기만 했지 다른사람들에게 의무와 행동를 요구하지 않았고, 종족들 역시 순간의 편안함에 안일해져서 스스로의 발전을 멈추었기에 결국 망하고 말았네요...저는 다른사람들에게 호의를 베풀 때 돌려받는 방법을 배워야겠고, 다른사람의 호의에 그걸 감사하고 나역시 그 사람을 도와줄 수 있은 사람이 되도록 노력하겠습니다. 멋진 편이네요 작가님^^"
"821","유한성 엔류아니냐"
"822","평등을 외치는 사람들을 게으르고, 무능하고, 탐욕스럽게 표현하네... 확실히 가진자의 시선임."
"823","거품 웹툰 일등"
"824","라샹족 스토리 길길레 다음화 가나..? 생각했는데 반도 안왔네 ㅋㅋㅋㅋ"
"825","아낌없이주는 라챠"
"826","각자도생 - 각자 스스로 살길을 찾다. // 하라챠는결국 자기종족을 스스로 멸족 시켜 버렸고, 유한성은 의지가 있는 자들을 도왔음. 밤은 소수민족을 처리하면서 갈등중임. // 둥지 에피소드의 큰 부분은 묘족과 견족의 갈등임. 종족의 우두머리격인 야스라차와 견족 3형제가 자신의 종족을 어떻게 생각하는지가 중요한 포인트가 될듯함. //또한 도원이 자신의 나라에 대한 앞으로의 태도, 나아가 결국은 밤이 왜 싸우는지 어떻게 싸워야 하는지도 스스로 깨닫게 될듯하고... 결론은 자신의 종족, 민족에 대해 한 개인이 가지게 되는 가치관에 대한 이야기 인것 같은데 왜 대부분의 댓글러들은 받기만 하는 종족들에게 중점을 두어 생각하는지 모르겠어요~ 포인트가 틀렸다고 말해주고 싶어요."
"827","페미 대깨문들아 봤지? 너희의 결말은 라샹족과 같다 내년에 보자 ^^"
"828","유한성도 자왕난처럼 왕자인듯"
"829","작가의말 많은 생각을 하게 만드네요"
"830","마지막이 좀 찡하네. 자기는 동족들을 너무 사랑한 나머지 그들에게 많은 것을 가져다 주었지만 그게 결과적으로 동족들을 타락시키는 결과를 가져올 줄은 몰랐겠지"
"831","유한성이 남자인걸 오늘 처음 알았다..."
"832","해줘 해줘 그분들의 논리 같은데"
"833","미계한 페미를 본것 같다"
"834","페미들 통한의 비추 ㅋㅋㅋㅋㅋㅋ"
"835","페미 깐다고 생각하는데... 그 반대라곤 생각하지 않는걸까...자신이 누리던 가부장적 사회, 수많은 선택권을 가지고 있음에도 왜 우리가 여성이란 틀에 갇혀야 하냐고 말하는데 자신들이 차별받고있다고 평등을 주장하는... 그냥 사회를 두고 보는게 더 나을 것 같다"
"836","야스라챠도 포기했다는 저 괴물은 야마네 부모님 아닐까"
"837","배댓님 ""해줘""가 아니라 ""응애"" 인거 같슴다"
"838","밑에 잼민이 ㅈㄴ 킹받네"
"839","직가님 분명 메이버랑 멕al한테 당한게.있는듯"
"840","분량 긴건 좋은데 차라리 분량이 짧아도 그림위주였으면 좋겠네요 지금 신의탑은 만화를 보는건지 소설을 읽는건지 헷갈려요"
"841","라샹족은 그것들 같은데묘족은 하는 짖이 중국같네...소수민족 뺏기,.."
"842","라샹족들 펼치는 논리가 그분들이랑 똑같네 엌ㅋㅋㅋㅋㅋ"
"843","훠훠훠"
"844","야스라챠가 상대에게는 가차 없어도 자기 부하는 엄청 신뢰하고 아끼네"
"845","분량 왜케 기ㄹ어"
"846","예전에 Q&A에서 남자라고 나옴."
"847","리샹족은 페미같이 행동하고 노란머리는 남자엿어?;"
"848","캐릭터가 너무 입체적이네 이게 신의탑?"
"849","계속 읽다가 든 생각 언제 끝나지?"
"850","유한성 이름이 유한한 성인거임?"
"851","유한성 머리도 노란데 갱 홍등가의 왕자 아니냐"
"852","좋아요를 안누를 수가 없네요.공산주의 사회주의등 이념의 미래가 저거니깐요... 다수가 소수의 것을 뺏고 또 뺏고, 줘도 줘도 더 달라하고 마녀사냥하고, 편가르고... 현정권의 미래는??="
"853","대한민국 남자들 지금까지 뭐했노 이기야. 나도 출산하고 집안일하고... 뺑뺑이 돌리고 했는데.. 군대갔다왓다고 꺼드럭 거리고 말았단 얘깁니까?"
"854","신의탑도 마이 죽었네"
"855","싫어 그건 우리에게도 있잖아. 에서 소름돋음"
"856","라샹족=페미"
"857","그냥 우리나라 얘기 아니냐 ㅋㅋㅋ"
"858","솔직히 그쪽 생각난 거 맞지만 꼭 작가님이 그얘기 하려고 한 건 아닌것같은데... ㄹㅇ 계속 비슷한얘기도 나왔었고 작가말 봐도 그게 아닌 것같은데 성별갈등 조장 오지게 심함"
"859","언냐들아 '해줘'"
"860","라샹족: 해줘~~~해달라고!!!"
"861","영화 한편 본거같은 이 기분"
"862","이거 페미 까는 내용인데?"
"863","2.... 200컷이 넘는다고?..... 작가님 당장 180컷대부터 천천히 내리세요ㅡㅡ 손목 부상당하시면 어쩌시려고 이러십니까ㅜㅜ"
"864","역시 호의를 권리로착각하면 나락이구나"
"865","페미풍자 지렸고"
"866","분량봐라..이게 웹툰이지"
"867","ㄹㅇ 현실풍자같은데 이번화는ㅋㅋㅋㅋㅋㅋ분량도 경이로울수준이고"
"868","와 현실 풍자 오졌다.....진짜 하는것도 없이 해주기만 바라는 사람들 많더라ㅜㅠ"
